741 36  goods   9566    2   none
439 12  goods   2279    4   none
501 30  auto    3857    4   none
147 12  auto    900 4   none
821 6   goods   1898    1   none
294 12  auto    3651    1   none
749 21  auto    2923    1   none
468 9   goods   918 4   none
456 15  repairs 1512    3   none
487 30  goods   4583    2   guarant
504 30  auto    4811    2   none
688 18  goods   433 3   co-app
459 48  busin   15672   2   none
509 24  auto    2670    4   none
746 27  busin   8318    2   none
243 12  goods   1424    4   none
632 20  auto    6148    3   none
217 6   goods   368 4   none
678 26  auto    7966    2   none
282 12  auto    1884    4   none
628 12  goods   652 4   none
686 12  auto    4843    3   co-app
495 30  auto    6187    1   none
331 6   auto    1352    1   none
91  12  goods   6199    4   none
481 24  auto    2325    2   none
308 60  busin   6836    3   none
137 48  auto    2751    4   none
215 18  auto    1028    4   none
548 12  busin   609 4   none
650 5   busin   3448    1   none
820 18  busin   3590    3   none
494 24  goods   3235    3   none
609 36  auto    5711    4   none
434 7   goods   846 3   none
13  21  goods   2745    3   none
384 9   school  1136    4   none
762 21  goods   3599    1   none
130 9   goods   2301    2   none
81  24  school  1837    4   none
363 24  auto    1940    4   none
775 18  auto    7511    1   none
105 24  auto    1525    4   none
801 36  auto    5842    2   none
97  24  goods   2064    3   none
658 39  auto    2569    4   none
655 15  goods   1459    4   none
732 30  busin   2503    4   none
697 11  goods   1154    4   none
563 12  school  2096    2   none
557 6   auto    1361    2   none
624 12  goods   1158    3   none
725 6   auto    362 4   none
649 12  auto    1344    4   none
844 24  other   1755    4   guarant
413 11  goods   4771    2   none
341 6   goods   1169    4   none
79  21  busin   1572    4   none
317 12  auto    1007    4   none
605 18  goods   7374    4   none
344 18  goods   2659    4   none
152 6   auto    1204    4   none
705 39  school  11760   2   none
816 27  busin   2528    4   none
32  33  busin   2764    2   none
623 33  auto    7253    3   none
611 36  school  8065    3   none
735 24  goods   1851    4   guarant
718 24  goods   1533    4   none
280 20  other   2629    2   none
785 12  school  754 4   none
670 10  auto    2848    1   co-app
165 30  goods   5771    4   none
340 24  auto    11560   1   none
211 9   goods   790 4   none
316 30  goods   1867    4   none
205 24  auto    1393    2   guarant
542 12  goods   983 1   none
520 9   auto    1549    4   none
493 60  school  6288    4   none
339 12  goods   1768    3   none
402 8   auto    731 4   none
299 36  busin   5742    2   none
232 6   goods   1237    1   none
448 24  auto    2538    4   none
301 24  other   11938   2   co-app
154 10  auto    1546    3   none
118 15  goods   802 4   none
257 6   auto    860 1   none
660 12  goods   1155    3   guarant
724 48  goods   7238    3   none
361 18  busin   2427    4   none
320 12  goods   1331    2   none
382 24  goods   999 4   none
580 24  goods   3621    2   none
441 24  auto    4113    3   none
380 6   goods   484 3   guarant
225 39  goods   14179   4   none
531 36  auto    10875   2   none
587 24  auto    2812    2   none
647 21  auto    1647    4   none
453 12  goods   1592    3   none
22  6   goods   1766    1   none
674 9   goods   1236    1   none
444 18  goods   4594    3   none
12  18  busin   1887    4   none
290 6   auto    14555   1   none
525 18  auto    2775    2   none
365 48  auto    8358    1   none
161 10  auto    1240    1   none
586 18  goods   3509    4   guarant
266 45  goods   4746    4   none
505 12  goods   1534    1   none
20  18  auto    5866    2   none
733 12  auto    2122    3   none
482 36  auto    9629    4   none
538 24  goods   3660    2   none
752 11  auto    3939    1   none
419 24  goods   1901    4   none
669 24  goods   3617    4   co-app
709 45  busin   11816   2   none
108 9   school  1199    4   none
436 24  goods   4151    2   none
799 15  goods   1520    4   none
545 12  goods   1881    2   none
424 42  goods   4042    4   none
187 18  school  1239    4   none
357 12  auto    926 1   none
362 15  goods   1275    4   none
100 18  goods   1301    4   guarant
830 12  goods   1736    3   none
443 36  busin   7409    3   none
369 21  auto    1602    4   none
110 18  goods   4153    2   co-app
633 12  auto    2579    4   none
499 24  auto    2924    3   guarant
242 18  goods   1113    4   guarant
699 54  busin   15945   3   none
758 24  auto    6419    2   none
259 9   goods   2753    3   co-app
460 12  auto    1409    4   none
46  12  goods   1262    3   none
500 24  auto    3632    1   guarant
35  6   school  1198    4   none
43  18  goods   1217    4   none
742 15  repairs 1308    4   none
378 24  goods   3148    3   none
408 36  auto    14318   4   none
89  11  auto    1322    4   none
479 18  auto    12976   3   none
778 30  auto    7596    1   none
326 15  goods   2186    1   none
65  36  busin   4455    2   none
63  18  goods   866 4   guarant
350 24  busin   4526    3   none
196 12  goods   3399    2   none
309 24  goods   1024    4   none
103 36  goods   10974   4   none
506 12  auto    1386    2   none
754 48  busin   3844    4   none
128 6   school  1047    2   none
399 60  goods   7418    1   none
173 15  goods   1213    4   none
795 36  auto    10477   2   none
665 18  goods   3244    1   none
646 18  auto    2779    1   none
315 12  school  795 4   none
625 24  goods   2892    3   none
577 24  goods   2359    1   none
314 24  goods   1413    4   none
744 18  goods   1940    3   co-app
98  18  busin   1941    4   none
397 15  auto    3812    1   none
144 18  goods   1453    3   none
418 12  auto    1526    4   none
796 24  auto    915 4   none
416 12  busin   1076    2   none
268 24  auto    2303    4   co-app
311 36  auto    4686    2   none
372 15  auto    2360    2   none
701 36  goods   2394    4   none
6   24  repairs 5507    3   none
51  24  auto    1193    1   co-app
668 12  goods   1092    4   guarant
661 36  auto    3535    4   none
10  6   goods   338 4   none
484 10  auto    781 4   none
544 30  auto    4249    4   none
306 24  goods   4110    3   none
236 30  goods   6742    2   none
92  9   auto    1422    3   none
579 12  goods   1963    4   none
810 24  auto    1355    3   none
768 24  goods   2483    4   none
193 12  goods   1282    2   none
224 15  auto    3029    2   none
230 12  goods   701 4   none
455 24  auto    2032    4   none
663 12  goods   1289    4   guarant
3   12  auto    939 4   none
426 12  school  1393    4   none
626 24  busin   2825    4   none
324 45  goods   1845    4   none
757 24  auto    947 4   none
83  12  auto    1480    2   none
819 18  goods   1553    4   none
549 12  goods   1680    3   none
140 18  goods   3049    1   none
56  42  goods   7166    2   none
496 11  busin   2142    1   none
527 6   busin   1449    1   none
835 24  auto    2255    4   none
790 9   goods   1478    4   none
262 48  busin   4308    3   none
672 24  goods   3777    4   none
620 60  auto    13756   2   none
516 12  goods   766 4   none
512 12  busin   1542    2   none
659 18  auto    5302    2   none
80  24  busin   3863    1   none
153 12  goods   1123    4   none
603 24  goods   3062    4   none
767 15  auto    1403    2   none
776 18  busin   4439    1   co-app
774 27  busin   5117    3   none
353 24  goods   3430    3   none
554 12  goods   6468    2   none
17  12  auto    836 4   none
233 24  auto    1285    4   none
780 36  other   15857   2   co-app
684 15  goods   1829    4   none
223 12  auto    888 4   none
347 27  goods   4526    4   none
770 6   goods   4611    1   none
40  24  goods   1585    4   none
707 18  goods   1800    4   none
722 36  auto    6614    4   none
703 24  auto    3123    4   none
708 48  goods   5951    2   none
300 36  auto    7432    2   none
252 21  goods   3160    4   none
471 36  school  6887    4   none
442 9   auto    2134    4   none
76  18  auto    976 1   none
822 9   auto    1224    3   none
411 18  goods   2404    2   none
248 15  repairs 1514    4   guarant
653 12  auto    691 4   none
755 9   goods   1126    2   none
595 6   goods   590 3   none
142 24  auto    4042    3   none
798 24  goods   2424    4   none
488 24  other   11328   2   co-app
189 42  auto    4796    4   none
475 60  busin   7297    4   co-app
261 30  goods   8386    2   none
31  18  goods   1582    4   none
264 36  goods   2337    4   none
462 15  auto    3594    1   none
392 9   goods   1670    4   none
726 36  goods   4463    4   none
486 12  auto    1995    4   none
765 15  goods   1845    4   guarant
622 48  goods   6758    3   none
727 36  busin   9572    1   none
490 24  goods   1376    4   none
198 18  goods   3612    3   none
389 24  school  1597    4   none
70  15  goods   1053    4   none
319 24  goods   2284    4   none
195 13  busin   1797    3   none
373 21  goods   2606    4   none
508 12  goods   717 4   none
515 12  auto    2133    4   none
641 36  goods   2671    4   co-app
234 27  goods   2520    4   none
843 36  auto    11054   4   none
275 36  school  2273    3   none
766 10  auto    1364    2   none
383 48  other   18424   1   none
694 30  goods   3656    4   none
777 36  goods   3595    4   none
832 6   goods   1338    1   none
691 10  auto    2241    1   none
561 6   goods   1595    3   none
552 48  goods   3979    4   none
15  18  auto    884 4   none
664 12  auto    1893    4   guarant
263 10  auto    1418    3   none
191 9   school  1244    4   none
55  18  school  750 4   none
170 36  auto    5800    3   none
239 24  goods   2439    4   none
7   12  auto    1413    3   none
396 24  auto    2964    4   none
229 6   goods   2108    2   none
769 12  goods   1574    4   none
136 9   goods   745 3   none
155 15  goods   2327    2   none
612 24  goods   6872    2   none
637 10  goods   1225    2   none
608 36  auto    1842    4   none
355 12  goods   1484    2   none
68  30  goods   3622    4   none
394 24  busin   1382    4   none
582 24  goods   1231    4   none
255 18  auto    1530    3   none
675 18  repairs 1943    4   none
740 9   school  1501    2   none
671 24  goods   4351    1   none
94  24  goods   3345    4   none
457 24  auto    3878    4   none
409 30  goods   5954    3   co-app
551 36  auto    6948    2   none
132 18  goods   1149    4   none
720 36  auto    3079    4   none
522 9   goods   1206    4   none
567 10  auto    1597    3   none
811 15  goods   3343    4   none
334 15  goods   1569    4   none
836 12  auto    1274    3   none
375 13  goods   2101    2   guarant
194 6   auto    931 1   none
123 12  goods   2969    4   none
359 24  auto    9277    2   none
478 24  auto    1965    4   none
167 15  auto    2631    2   none
237 24  goods   1282    4   none
614 4   goods   1503    2   none
367 12  busin   841 2   none
729 15  school  4623    3   none
676 6   auto    3676    1   none
119 12  school  902 4   none
521 21  school  2319    2   none
121 54  auto    9436    2   none
322 36  auto    909 4   none
75  4   goods   601 1   none
149 6   auto    1343    1   none
421 30  goods   3108    2   none
328 18  goods   4297    4   none
841 12  school  1200    4   none
812 33  goods   4281    1   none
293 15  repairs 2631    3   none
449 48  auto    3931    4   none
837 24  busin   1275    2   none
847 36  goods   3913    2   none
312 18  auto    1056    3   guarant
763 24  auto    3757    4   co-app
39  48  school  6110    1   none
298 60  auto    14027   4   none
450 12  goods   930 4   none
617 18  goods   2515    3   none
596 18  auto    1055    4   none
390 28  auto    7824    3   guarant
750 6   auto    4716    1   none
134 18  busin   2622    4   none
216 12  auto    3124    1   none
125 12  goods   3617    1   none
528 30  goods   3832    2   none
174 12  goods   763 4   none
590 24  goods   2611    4   co-app
833 36  auto    2862    4   none
716 6   goods   1374    1   none
657 24  busin   1258    4   none
417 18  goods   1928    2   none
589 36  busin   9857    1   none
366 12  auto    1372    2   none
739 15  goods   1444    4   none
736 18  busin   2169    4   none
802 10  goods   2210    2   none
461 6   auto    1203    3   none
36  24  auto    1474    4   none
760 12  auto    3386    3   none
786 48  auto    4788    4   none
480 18  busin   1913    3   none
679 12  goods   2759    2   none
333 12  goods   727 4   none
235 12  auto    640 4   none
706 12  goods   709 4   none
818 72  goods   5595    2   none
360 9   goods   1364    3   none
99  60  goods   10144   2   none
828 9   goods   2118    2   none
848 9   goods   1388    4   none
654 12  goods   3077    2   none
88  10  school  894 4   none
133 24  goods   6403    1   none
546 36  repairs 2384    4   none
523 24  goods   5943    1   none
175 15  goods   1471    4   none
364 30  goods   3077    3   none
511 36  auto    8335    3   none
2   9   goods   3074    1   none
543 15  goods   1478    4   none
148 24  goods   1823    4   none
269 36  auto    9271    2   none
102 6   goods   2978    1   none
245 12  goods   385 4   none
473 18  goods   2389    4   none
730 12  auto    1223    1   none
151 12  goods   886 4   none
597 7   goods   730 4   none
109 60  auto    6527    4   none
171 9   goods   2406    2   none
651 24  auto    2957    4   none
304 36  goods   3804    4   none
343 12  goods   1402    3   none
781 48  auto    6331    4   none
274 24  goods   1553    3   none
541 18  auto    3966    1   none
356 42  repairs 3394    4   co-app
139 15  school  392 4   none
714 21  auto    2353    1   none
698 48  auto    12169   4   co-app
773 24  goods   3149    4   none
476 12  auto    685 2   none
477 18  goods   3001    2   none
381 60  auto    7408    4   none
49  12  repairs 1108    4   none
302 21  goods   1591    4   none
96  36  school  3711    2   none
719 48  goods   10222   4   none
518 6   school  433 4   none
537 36  school  9055    2   none
492 10  auto    2901    1   none
159 8   goods   1414    4   guarant
122 10  goods   1521    4   none
212 12  goods   618 4   none
67  12  auto    2366    3   none
791 12  repairs 639 4   none
553 24  goods   4057    3   none
42  18  goods   3422    4   none
54  18  goods   629 4   none
652 12  auto    2390    4   none
287 36  goods   4795    4   none
231 24  busin   3161    4   none
342 7   goods   2329    1   guarant
393 24  auto    2346    4   none
648 24  goods   2039    1   none
574 6   auto    1323    2   none
93  14  auto    8978    1   none
74  24  goods   1987    2   none
72  24  busin   8648    2   none
318 24  busin   4712    4   none
86  12  goods   1620    2   co-app
558 12  auto    2121    4   none
569 24  busin   2375    4   none
629 48  other   5381    3   none
28  12  goods   1935    4   none
829 36  goods   3990    3   none
258 21  busin   3652    2   none
737 15  goods   1386    4   none
598 36  busin   6304    4   none
635 12  goods   625 4   guarant
5   18  goods   2238    2   none
283 6   goods   683 2   none
636 48  auto    8487    1   none
838 12  auto    6078    2   none
37  24  goods   3749    2   none
539 36  goods   2348    3   none
288 18  goods   2864    2   none
385 18  goods   2051    4   none
805 6   goods   2116    2   none
593 8   other   1164    3   none
817 15  goods   1262    4   none
681 24  goods   1377    4   none
276 12  auto    2028    4   none
474 24  goods   3552    3   none
591 24  goods   2872    3   none
377 24  goods   1311    4   none
61  15  goods   2728    4   guarant
634 9   auto    3577    1   guarant
85  36  auto    8133    1   none
23  12  goods   2141    3   none
166 21  busin   2767    4   none
566 10  goods   2132    2   co-app
562 12  school  1410    2   none
578 18  goods   3213    1   none
348 48  busin   3914    4   none
21  22  auto    1283    4   none
743 6   goods   1221    1   none
285 18  auto    6458    2   none
323 12  goods   3016    3   none
772 18  auto    2899    4   none
163 15  busin   806 4   none
265 48  busin   7685    2   guarant
458 15  auto    3186    2   none
273 48  goods   7119    3   none
177 24  goods   1747    4   co-app
643 14  auto    3973    1   none
555 24  goods   1216    4   none
160 18  goods   2100    4   co-app
446 12  auto    2171    4   none
644 9   busin   1391    2   none
842 27  auto    8613    2   none
26  30  auto    5234    4   none
610 30  goods   3496    4   none
607 42  goods   3965    4   none
101 36  goods   5848    4   none
519 10  goods   1275    4   none
585 12  goods   976 4   none
106 18  goods   3190    2   none
784 36  auto    7855    4   none
135 24  goods   1546    4   guarant
325 9   busin   1449    3   none
602 12  auto    1101    3   none
429 6   goods   1068    4   none
631 28  auto    4006    3   none
404 12  goods   3590    2   co-app
338 48  busin   7629    4   none
185 48  goods   9960    1   none
222 12  auto    759 4   none
427 24  goods   1258    3   none
117 30  goods   2831    4   none
677 12  goods   1107    2   none
414 48  auto    4605    3   none
673 6   goods   1382    1   none
337 48  auto    10127   2   none
345 24  auto    2760    4   none
788 47  auto    10722   1   none
256 18  auto    3229    2   none
58  30  goods   1919    4   none
514 24  auto    1199    4   none
354 24  auto    1371    4   none
201 18  goods   2473    4   none
47  12  busin   1185    3   none
358 12  goods   1262    2   none
145 12  goods   674 4   none
296 48  goods   6999    1   guarant
804 18  repairs 3872    2   none
771 24  auto    7758    2   none
533 24  goods   5152    4   none
807 36  auto    2225    4   none
303 8   goods   760 4   guarant
214 15  busin   2687    2   none
721 12  auto    1503    4   none
297 12  goods   1258    2   none
220 15  auto    6850    1   none
616 21  busin   2580    4   none
374 15  auto    950 4   none
391 15  goods   1537    4   guarant
687 24  goods   2996    2   none
814 24  busin   6967    4   none
463 15  goods   3568    4   none
571 18  school  8471    1   none
415 12  goods   1858    4   none
560 15  auto    3556    3   none
129 39  auto    8588    4   none
330 12  goods   707 4   none
466 6   goods   2063    4   none
210 42  busin   5954    2   none
208 48  goods   5096    2   none
640 24  auto    1469    4   none
60  12  auto    697 4   none
570 24  auto    6842    2   none
16  24  auto    1333    4   none
645 48  goods   3060    4   none
199 24  auto    2910    2   none
465 6   goods   1050    4   none
305 42  goods   4370    3   none
680 6   school  448 4   none
59  9   auto    654 4   none
507 12  busin   1412    4   guarant
738 24  school  1927    3   none
351 12  goods   1424    3   none
34  48  other   7582    2   none
846 18  auto    1820    2   none
464 24  goods   2896    2   none
